GEOID,NAME,total_households,renter_households,pct_renter
26035,"Clare County, Michigan",21959,1784,0.08124231522382622
26037,"Clinton County, Michigan",32897,5586,0.16980271757303098
26039,"Crawford County, Michigan",10243,1044,0.10192326466855413
26041,"Delta County, Michigan",19815,3426,0.1728993186979561
26043,"Dickinson County, Michigan",13942,1943,0.13936307559890976
26045,"Eaton County, Michigan",47562,11742,0.246877759555948
26047,"Emmet County, Michigan",21791,3491,0.16020375384332983
26049,"Genesee County, Michigan",183775,49178,0.2675989661270575
26051,"Gladwin County, Michigan",17001,1336,0.07858361272866302
26053,"Gogebic County, Michigan",10405,1205,0.1158097068716963
26055,"Grand Traverse County, Michigan",45840,9280,0.2024432809773124
26057,"Gratiot County, Michigan",16060,3208,0.19975093399750934
26059,"Hillsdale County, Michigan",21440,3543,0.1652518656716418
26061,"Houghton County, Michigan",18687,4395,0.2351902392037245
26063,"Huron County, Michigan",20402,2474,0.12126262131163612
26065,"Ingham County, Michigan",125391,47660,0.38009107511703394
26067,"Ionia County, Michigan",24674,5213,0.2112750263435195
26069,"Iosco County, Michigan",19943,2190,0.1098129669558241
26071,"Iron County, Michigan",8981,824,0.091749248413317
26073,"Isabella County, Michigan",28580,9535,0.3336249125262421
26075,"Jackson County, Michigan",69095,15865,0.22961140458788623
26077,"Kalamazoo County, Michigan",114093,38068,0.33365763017888916
26079,"Kalkaska County, Michigan",11656,1015,0.087079615648593
26081,"Kent County, Michigan",264944,75789,0.2860566761277855
26083,"Keweenaw County, Michigan",2286,71,0.0310586176727909
26085,"Lake County, Michigan",13460,717,0.05326894502228826
26087,"Lapeer County, Michigan",36839,4951,0.13439561334455333
26089,"Leelanau County, Michigan",15474,935,0.06042393692645728
26091,"Lenawee County, Michigan",43634,8250,0.18907274144016134
26093,"Livingston County, Michigan",78706,10571,0.1343099636622367
26095,"Luce County, Michigan",3852,364,0.09449636552440291
26097,"Mackinac County, Michigan",10572,1253,0.11852062050699962
26099,"Macomb County, Michigan",369998,89330,0.24143373747966204
26101,"Manistee County, Michigan",15562,1380,0.08867754787302404
26103,"Marquette County, Michigan",33584,7872,0.2343973320628871
26105,"Mason County, Michigan",17451,2687,0.15397398429889406
26107,"Mecosta County, Michigan",20986,3873,0.18455160583245975
26109,"Menominee County, Michigan",13305,1936,0.14550920706501316
26111,"Midland County, Michigan",36927,7567,0.20491781081593413
26113,"Missaukee County, Michigan",8665,1106,0.1276399307559146
26115,"Monroe County, Michigan",65946,11974,0.18157280198950657
26117,"Montcalm County, Michigan",27949,4419,0.15810941357472538
26119,"Montmorency County, Michigan",8952,737,0.08232797140303842
26121,"Muskegon County, Michigan",74639,15135,0.20277602861774677
26123,"Newaygo County, Michigan",24689,2750,0.11138563732836486
26125,"Oakland County, Michigan",555313,147398,0.2654322877368259
26127,"Oceana County, Michigan",15612,1518,0.09723289777094543
26129,"Ogemaw County, Michigan",15346,1613,0.10510882314609671
26131,"Ontonagon County, Michigan",5271,334,0.06336558527793587
26133,"Osceola County, Michigan",12619,1479,0.11720421586496553
26135,"Oscoda County, Michigan",7749,444,0.057297715834301204
26137,"Otsego County, Michigan",14881,2570,0.17270344734896848
26139,"Ottawa County, Michigan",114701,23664,0.20631031987515366
26141,"Presque Isle County, Michigan",9851,648,0.0657801238452949
26143,"Roscommon County, Michigan",23182,1918,0.08273660598740402
26145,"Saginaw County, Michigan",86101,21260,0.2469193156873904
26147,"St. Clair County, Michigan",72234,13015,0.18017830938339285
26149,"St. Joseph County, Michigan",27198,5984,0.22001617766012208
26151,"Sanilac County, Michigan",21779,3509,0.1611185086551265
26153,"Schoolcraft County, Michigan",5987,595,0.0993819943210289
26155,"Shiawassee County, Michigan",30230,6169,0.2040688058220311
26157,"Tuscola County, Michigan",23977,3243,0.13525461900988447
26159,"Van Buren County, Michigan",37076,5878,0.15853921674398533
26161,"Washtenaw County, Michigan",157103,57647,0.36693761417668663
26163,"Wayne County, Michigan",792169,247760,0.31276154456940375
26165,"Wexford County, Michigan",16478,2534,0.15378079864061173
27001,"Aitkin County, Minnesota",14197,1046,0.0736775375079242
27003,"Anoka County, Minnesota",138533,26579,0.19186042314827514
27005,"Becker County, Minnesota",19673,3085,0.15681390738575712
27007,"Beltrami County, Minnesota",21403,5756,0.26893426155211886
27009,"Benton County, Minnesota",17318,5470,0.3158563344497055
27011,"Big Stone County, Minnesota",2980,544,0.1825503355704698
27013,"Blue Earth County, Minnesota",29264,10475,0.35794833242208857
27015,"Brown County, Minnesota",11765,2333,0.19830004249893754
27017,"Carlton County, Minnesota",15739,2816,0.17891860982273333
27019,"Carver County, Minnesota",40570,7078,0.17446388957357653
27021,"Cass County, Minnesota",24136,1986,0.08228372555518727
27023,"Chippewa County, Minnesota",5640,1521,0.2696808510638298
27025,"Chisago County, Minnesota",22443,2826,0.12591899478679322
27027,"Clay County, Minnesota",26987,8658,0.3208211361025679
27029,"Clearwater County, Minnesota",4464,579,0.1297043010752688
27031,"Cook County, Minnesota",5982,586,0.09796054831160148
27033,"Cottonwood County, Minnesota",5157,1076,0.20864843901493116
27035,"Crow Wing County, Minnesota",41796,6395,0.15300507225571824
27037,"Dakota County, Minnesota",174164,40822,0.2343882777152569
27039,"Dodge County, Minnesota",8334,1004,0.12047036237101032
27041,"Douglas County, Minnesota",21881,4192,0.19158173758054933
27043,"Faribault County, Minnesota",6915,1176,0.1700650759219089
27045,"Fillmore County, Minnesota",9609,1512,0.15735248204807992
27047,"Freeborn County, Minnesota",14150,2790,0.1971731448763251
27049,"Goodhue County, Minnesota",20905,4412,0.21104998804113848
27051,"Grant County, Minnesota",3166,510,0.1610865445356917
27053,"Hennepin County, Minnesota",556973,195925,0.3517675003994808
27055,"Houston County, Minnesota",8725,1375,0.15759312320916904
27057,"Hubbard County, Minnesota",14729,1599,0.10856134157105031
27059,"Isanti County, Minnesota",16682,2488,0.1491427886344563
27061,"Itasca County, Minnesota",25595,3179,0.12420394608321939
27063,"Jackson County, Minnesota",4912,841,0.17121335504885993
27065,"Kanabec County, Minnesota",7770,999,0.12857142857142856
27067,"Kandiyohi County, Minnesota",20032,4468,0.22304313099041534
27069,"Kittson County, Minnesota",2282,326,0.14285714285714285
27071,"Koochiching County, Minnesota",7440,1102,0.14811827956989249
27073,"Lac qui Parle County, Minnesota",3483,474,0.13608957795004306
27075,"Lake County, Minnesota",7379,854,0.11573383927361432
27077,"Lake of the Woods County, Minnesota",3436,283,0.08236321303841676
27079,"Le Sueur County, Minnesota",12889,2112,0.16386065637365196
27081,"Lincoln County, Minnesota",3062,437,0.14271717831482691
27083,"Lyon County, Minnesota",11188,2970,0.26546299606721485
27085,"McLeod County, Minnesota",15869,3434,0.21639674837733947
27087,"Mahnomen County, Minnesota",2569,548,0.2133125729855975
27089,"Marshall County, Minnesota",4430,550,0.12415349887133183
27091,"Martin County, Minnesota",9737,2433,0.2498716237033994
27093,"Meeker County, Minnesota",10618,1617,0.15228856658504428
27095,"Mille Lacs County, Minnesota",12875,2510,0.19495145631067962
27097,"Morrison County, Minnesota",16130,2729,0.16918784872907625
27099,"Mower County, Minnesota",16933,3909,0.23085100100395678
27101,"Murray County, Minnesota",4418,621,0.1405613399728384
27103,"Nicollet County, Minnesota",13461,3328,0.24723274645271526
27105,"Nobles County, Minnesota",8424,1963,0.2330246913580247
27107,"Norman County, Minnesota",3213,504,0.1568627450980392
27109,"Olmsted County, Minnesota",69216,19268,0.27837494220989367
27111,"Otter Tail County, Minnesota",36513,4947,0.13548599129077316
27113,"Pennington County, Minnesota",6673,1683,0.2522104001198861
27115,"Pine County, Minnesota",17017,1862,0.10941999177293295
27117,"Pipestone County, Minnesota",4339,812,0.1871398939847891
27119,"Polk County, Minnesota",14672,3547,0.24175299890948745
27121,"Pope County, Minnesota",6375,953,0.14949019607843136
27123,"Ramsey County, Minnesota",229364,84554,0.3686454718264418
27125,"Red Lake County, Minnesota",1872,289,0.1543803418803419
27127,"Redwood County, Minnesota",7110,1211,0.17032348804500702
27129,"Renville County, Minnesota",6950,1245,0.17913669064748203
27131,"Rice County, Minnesota",25064,5699,0.22737791254388764
27133,"Rock County, Minnesota",4236,898,0.21199244570349388
27135,"Roseau County, Minnesota",7159,1145,0.1599385389020813
27137,"St. Louis County, Minnesota",103719,24097,0.23232965994658644
27139,"Scott County, Minnesota",54650,8770,0.16047575480329368
27141,"Sherburne County, Minnesota",36034,5724,0.15884997502358883
27143,"Sibley County, Minnesota",6462,1100,0.17022593624264934
27145,"Stearns County, Minnesota",65786,19690,0.29930380324081113
27147,"Steele County, Minnesota",15731,3387,0.21530735490432903
27149,"Stevens County, Minnesota",4202,1223,0.2910518800571157
27151,"Swift County, Minnesota",4683,1091,0.2329703181721119
27153,"Todd County, Minnesota",12841,1613,0.12561326999454872
27155,"Traverse County, Minnesota",1889,294,0.1556379036527263
27157,"Wabasha County, Minnesota",10183,1712,0.16812334282627908
27159,"Wadena County, Minnesota",6971,1590,0.22808779228231243
27161,"Waseca County, Minnesota",7899,1393,0.17635143689074567
27163,"Washington County, Minnesota",104880,18758,0.17885202135774217
27165,"Watonwan County, Minnesota",4879,862,0.17667554826808773
27167,"Wilkin County, Minnesota",2992,524,0.1751336898395722
27169,"Winona County, Minnesota",21702,6324,0.29140171412773014
27171,"Wright County, Minnesota",54942,8675,0.15789377889410652
27173,"Yellow Medicine County, Minnesota",4526,680,0.15024304021210783
28001,"Adams County, Mississippi",14893,4066,0.27301416772980597
28003,"Alcorn County, Mississippi",16256,4764,0.2930610236220472
28005,"Amite County, Mississippi",7231,1112,0.15378232609597567
28007,"Attala County, Mississippi",8354,1565,0.1873354081876945
28009,"Benton County, Mississippi",4080,587,0.14387254901960783
28011,"Bolivar County, Mississippi",13685,4728,0.3454877603215199
28013,"Calhoun County, Mississippi",6743,1626,0.24113895892036186
28015,"Carroll County, Mississippi",4946,714,0.1443590780428629
28017,"Chickasaw County, Mississippi",7794,2177,0.2793174236592251
28019,"Choctaw County, Mississippi",4350,840,0.19310344827586207
28021,"Claiborne County, Mississippi",3948,644,0.16312056737588654
28023,"Clarke County, Mississippi",7631,875,0.11466387105228673
28025,"Clay County, Mississippi",9018,2404,0.2665779552007097
28027,"Coahoma County, Mississippi",10200,3908,0.38313725490196077
28029,"Copiah County, Mississippi",12411,2336,0.18822012730642174
28031,"Covington County, Mississippi",8335,1713,0.20551889622075584
28033,"DeSoto County, Mississippi",72572,16098,0.22182108802292896
28035,"Forrest County, Mississippi",33542,12945,0.38593405282928867
28037,"Franklin County, Mississippi",4287,717,0.16724982505248426
28039,"George County, Mississippi",10256,1624,0.15834633385335414
28041,"Greene County, Mississippi",5124,932,0.18188914910226386
28043,"Grenada County, Mississippi",10408,2677,0.25720599538816297
28045,"Hancock County, Mississippi",22895,3742,0.16344179951954574
28047,"Harrison County, Mississippi",92309,32364,0.3506050330953645
28049,"Hinds County, Mississippi",106047,37820,0.35663432251737437
28051,"Holmes County, Mississippi",7569,2177,0.2876205575373233
28053,"Humphreys County, Mississippi",3551,1198,0.33736975499859195
28055,"Issaquena County, Mississippi",449,193,0.4298440979955457
28057,"Itawamba County, Mississippi",10462,1816,0.17358057732747084
28059,"Jackson County, Mississippi",62473,15983,0.25583852224160836
28061,"Jasper County, Mississippi",8068,1010,0.12518591968269707
28063,"Jefferson County, Mississippi",3381,702,0.20763087843833186
28065,"Jefferson Davis County, Mississippi",5659,805,0.14225128114507862
28067,"Jones County, Mississippi",28620,6167,0.21547868623340322
28069,"Kemper County, Mississippi",3958,730,0.1844365841334007
28071,"Lafayette County, Mississippi",28147,6661,0.23665044232067362
28073,"Lamar County, Mississippi",27319,8179,0.29938870383249755
28075,"Lauderdale County, Mississippi",33586,10583,0.31510153039957123
28077,"Lawrence County, Mississippi",5770,954,0.16533795493934142
28079,"Leake County, Mississippi",9044,1768,0.19548872180451127
28081,"Lee County, Mississippi",37310,9618,0.2577861163227017
28083,"Leflore County, Mississippi",12666,4357,0.3439917890415285
28085,"Lincoln County, Mississippi",15817,3204,0.20256685844344693
28087,"Lowndes County, Mississippi",26973,8640,0.3203203203203203
28089,"Madison County, Mississippi",46174,11611,0.2514618616537445
28091,"Marion County, Mississippi",11164,1878,0.16821927624507346
28093,"Marshall County, Mississippi",15156,2887,0.19048561625758775
28095,"Monroe County, Mississippi",16739,3275,0.19565087520162494
28097,"Montgomery County, Mississippi",5281,1278,0.24199962128384775
28099,"Neshoba County, Mississippi",12081,2851,0.23599039814584885
28101,"Newton County, Mississippi",9113,1571,0.17239108965214528
28103,"Noxubee County, Mississippi",4745,937,0.19747102212855638
28105,"Oktibbeha County, Mississippi",25185,11113,0.4412547151081993
28107,"Panola County, Mississippi",14647,3604,0.24605721308117703
28109,"Pearl River County, Mississippi",24869,4181,0.168120953797901
28111,"Perry County, Mississippi",5453,889,0.16302952503209242
28113,"Pike County, Mississippi",19014,5148,0.2707478699905333
28115,"Pontotoc County, Mississippi",13915,3239,0.2327703916636723
28117,"Prentiss County, Mississippi",11008,2083,0.18922601744186046
28119,"Quitman County, Mississippi",3065,1133,0.36965742251223493
28121,"Rankin County, Mississippi",63629,13601,0.213754734476418
28123,"Scott County, Mississippi",11377,2582,0.22694910784916938
28125,"Sharkey County, Mississippi",1705,578,0.33900293255131964
28127,"Simpson County, Mississippi",11643,1765,0.15159323198488361
28129,"Smith County, Mississippi",6690,704,0.10523168908819133
28131,"Stone County, Mississippi",7536,1438,0.19081740976645437
28133,"Sunflower County, Mississippi",9426,3580,0.3798005516656058
28135,"Tallahatchie County, Mississippi",5486,1561,0.28454247174626324
28137,"Tate County, Mississippi",11397,2761,0.24225673422830568
28139,"Tippah County, Mississippi",9891,2212,0.22363765038924274
28141,"Tishomingo County, Mississippi",10522,2233,0.21222201102452004
28143,"Tunica County, Mississippi",4637,2024,0.436489109337934
28145,"Union County, Mississippi",12132,2601,0.21439169139465875
28147,"Walthall County, Mississippi",6882,951,0.13818657367044465
28149,"Warren County, Mississippi",21533,4749,0.2205452096781684
28151,"Washington County, Mississippi",20927,7304,0.3490227935203326
28153,"Wayne County, Mississippi",9086,942,0.10367598503191723
28155,"Webster County, Mississippi",5064,899,0.17752764612954186
28157,"Wilkinson County, Mississippi",4600,584,0.12695652173913044
28159,"Winston County, Mississippi",8228,2035,0.24732620320855614
28161,"Yalobusha County, Mississippi",6437,1549,0.24064004971259903
28163,"Yazoo County, Mississippi",10418,3750,0.3599539258974851
29001,"Adair County, Missouri",11354,3381,0.29778051787916154
29003,"Andrew County, Missouri",7532,1482,0.19676048858204992
29005,"Atchison County, Missouri",2746,658,0.23962126729788782
29007,"Audrain County, Missouri",10563,2509,0.23752721764650195
29009,"Barry County, Missouri",17030,3595,0.2110980622431004
29011,"Barton County, Missouri",5311,1333,0.25098851440406705
29013,"Bates County, Missouri",7225,1594,0.22062283737024221
29015,"Benton County, Missouri",13591,1414,0.10403943786329188
29017,"Bollinger County, Missouri",5079,739,0.14550108289033276
29019,"Boone County, Missouri",80187,31516,0.39303128936111836
29021,"Buchanan County, Missouri",38368,12215,0.3183642618849041
29023,"Butler County, Missouri",19336,5633,0.291321886636326
29025,"Caldwell County, Missouri",4260,696,0.16338028169014085
29027,"Callaway County, Missouri",18573,3629,0.19539115920960534
29029,"Camden County, Missouri",39729,2986,0.07515920360441994
29031,"Cape Girardeau County, Missouri",35506,10373,0.2921478060046189
29033,"Carroll County, Missouri",4381,973,0.22209541200639124
29035,"Carter County, Missouri",2705,590,0.21811460258780038
29037,"Cass County, Missouri",44013,9902,0.224978983482153
29039,"Cedar County, Missouri",6953,1448,0.20825542931108873
29041,"Chariton County, Missouri",3819,475,0.12437810945273632
29043,"Christian County, Missouri",35348,8043,0.22753762589113952
